mol,Name,Source,Tox,CAS,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
O=C(OC)/C(=C/C1C(C)(C)C1C(=O)OC1C(C)=C(C/C=C/C=C)C(=O)C1)/C,Cyclopropanecarboxylic acid  3-(3-methoxy-2-methyl-3-oxo-1-propenyl)-2 2-dimethyl-  2-methyl-4-oxo-3-(2 4-pentadienyl)-2-cyclopenten-1-yl ester  (1theta-(1alpha(S(Z)) 3beta(E)))-,NIST2DMolFile,7.3410001,121-29-9,61.400204,0,0,2,3,3,0,0,0,55,0,3,27,19,73.651711,1.3391221,0,0,22,0,0,28,0,0,5,0,0,1.8837999,-2.4775176,-0.36362877,0.18104529,2.9002192,-2.4828238,-0.22893488,0.25402722,2.9238167,-2.2388537,-0.093857698,0.40658972,3.1364288,37.315796,7,0.25,0,56,7,28,2,9,0.32142857,49,0,20.353006,16.704014,14.662772,15.938793,12.644301,9.1231318,7.4585605,8.9803991,3,3,0.77850956,16,0,-0.76656222,-0.4186534,-0.10651895,2.7630537,-0.85658979,-0.2832728,-0.037,2.8000147,-0.51103425,-0.16744044,0.099842533,3.0005021,6.3994727,9.5093288,9.5093288,3.9120812,3.9120812,-4.8814645,0,6.0249491,10.3473,0,14,14,1,0,23.280613,9.6668653,4.9507437,18.503601,7.611084,3.8706264,5.2160172,5,0,1,0,2.7950001,-4.8558998,10.403098,0,1,10,1,2,7,0,0,0,1.4781539,-1.4781539,0.19719934,0.20243949,124.25941,18.017035,24.267014,44.116947,0,29.416998,0,94.850967,0,0,0,0,45.708275,0,0.80263257,0.36927405,0.12008374,0.19736741,0.63072592,0.077283673,305.51138,140.55925,45.708275,75.125275,240.07741,29.416998,0.5,1,0,0,0,0,1,0,0,0,1,0,380.63666,0,0,0,380.63666,0,8,1,2,0,0,0.22222222,3.7112999,0,21.178539,100.05508,0,8.8215923,44.940594,0,70.572739,37.736813,165.40485,10.2692,93.586426,0,8.8215923,16.025373,0,108.30955,21.178539,200.78873,69.669998,0.39086518,5.8073549,3.6741569,9.2020893,380.63666,442.17441,40.700764,0,0,0,297.05286,42.88303,40.700764,372.461,2062,39,138
Clc1cc([N+](=O)[O-])ccc1,Benzene  1-chloro-3-nitro-,DSSTox2DMolFile,3.839,121-73-3,18.111172,1,1,0,0,0,0,6,0,14,0,0,10,8,27.793194,1.9852282,0,0,6,1,0,4,0,1,2,0,0,2.3725212,-2.1019511,-0.61150455,0.65227258,2.2027977,-1.9903734,-0.41401693,0.89622176,2.3495963,-1.8450676,-0.3920669,0.91444725,2.4574807,6.0488281,1,0.1,6,14,1,10,1,1,0.1,7,0,7.5604777,5.7070045,3.309401,3.9831276,4.6983771,2.9770691,1.8213673,2.6329932,0,0,0.97833025,5,0,-0.71296853,-0.40827063,0.06045378,1.9559468,-0.80908209,-0.20392311,0.30578405,2.1142998,-0.49109846,-0.15652329,0.33376023,2.2203562,3.1411381,2.2377353,2.2377353,2.5699153,2.5699153,-2.6673925,0,4.4745483,3.7445424,0,14,14,1,0,8.1000004,3.4082839,2.2857144,6.4872184,2.6544197,1.7396255,1.72198,3,0,1,0,2.47,-2.9094,3.7758367,1,1,6,1,1,1,0,0,0,0.5986318,-0.5986318,0.4825708,0.43147951,31.616989,40.164768,0,0,0,6.6995511,0,0,29.581947,0,0,0,33.931049,0,0.71385753,0.44729257,0.23896062,0.28614247,0.55270743,0.04718183,101.36371,63.512997,33.931049,40.6306,78.481308,6.6995511,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,141.99431,0,0,0,141.99431,0,3,1,1,0,0,1,2.2481999,0,7.0856161,0,50.935009,0,0,3.5006065,70.572739,0,41.905392,3.8106401,7.0856161,0,50.935009,3.5006065,2.7567475,70.572739,0,39.148643,45.82,0.72192812,4.321928,2.2245147,6.3255587,141.99431,156.92451,0,0,0,0,108.06326,33.931049,0,157.556,117,11,46
S=P(SC(C(=O)OCC)CC(=O)OCC)(OC)OC,Succinic acid  mercapto-  diethyl ester  S-ester with O O-dimethylphosphorodithioate,DSSTox2DMolFile,7.658,121-75-5,44.511066,0,0,2,3,4,0,0,0,38,0,4,19,8,67.981567,1.7889886,0,0,10,0,0,19,0,0,6,1,2,4.6624889,-2.4744444,-0.22997572,0.057812825,2.6095181,-2.5412621,-0.06654463,0.123,2.7742703,-2.2303076,0.066837221,0.25066301,2.9214661,36.690933,9,0.5,0,37,2,18,6,11,0.6111111,35,0,14.888906,13.939291,7.6986704,7.8533711,8.9183626,9.7639208,2.4646904,2.5640435,1,1,0.975205,9,0,-0.76456261,-0.38251066,-0.10218717,2.4136426,-0.89264911,-0.26708254,-0.037,2.4821835,-0.51440489,-0.12957928,0.0670994,2.691818,9.213829,10.412512,10.412512,1.4152513,1.4152522,-2.9026823,1.2639781,1.9104863,7.9136462,3.1240461e-006,14,12.505281,1.0000427,1.862449e-006,19,9.8336487,7.3727999,22.091162,11.530892,8.7022638,13.406885,6,0,1,0,2.0339999,-3.3211401,8.0318794,0,1,0,1,0,9,0,0,0,2.0624197,-2.0624197,0.13918488,0.23622042,58.816898,21.384594,15.808495,48.301552,71.316856,41.884346,0,0,0,0,0,9.3319435,27.133842,38.015999,0.43468046,0.22434643,0.22434643,0.56531954,0.7756536,0.34097311,144.31154,74.481781,74.481781,187.68298,257.51276,113.2012,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,331.99454,0,0,0,331.99454,0,5,0,0,0,0,0.63157892,2.1217999,0,15.490929,129.0374,41.852516,0,70.767738,0,0,18.868406,104.10871,7.7565999,83.567467,0,0,2.7759552,0,18.868406,57.343445,217.57042,103.15,0.46811688,5.1699252,3.0208538,8.2317152,331.99454,319.12265,36.465786,0,0,0,194.2438,101.28493,36.465786,330.362,738,25,82
Clc1c(N)ccc([N+](=O)[O-])c1,Benzenamine  2-chloro-4-nitro-,DSSTox2DMolFile,4.4889998,121-87-9,19.877966,1,1,0,0,0,0,6,0,16,1,1,11,8,32.880585,2.0550365,0,0,6,1,0,5,0,2,2,0,0,2.4406667,-2.1844182,-0.64639872,0.70053756,2.229702,-2.3198164,-0.43298477,0.89267969,2.3832657,-1.879755,-0.41261834,0.93873858,2.5125926,6.4820352,1,0.090909094,6,16,1,11,1,1,0.090909094,9,0,8.4307213,6.2070045,3.2320509,3.8533711,5.1090608,3.182411,1.7380339,2.4663265,0,0,1.0045151,6,0,-0.80618948,-0.41832912,0.069610089,2.0258808,-1.3342174,-0.1792345,0.29912084,2.1845384,-0.49112165,-0.15202433,0.32412076,2.3032861,4.1437168,4.7062297,1.6707361,1.7955751,1.7955751,-2.2953742,0,4.710618,4.1081705,0,14,14,1,0,9.090909,3.5999999,2.2145329,7.0584326,2.7164268,1.6286051,1.743065,4,2,1,0,1.796,-2.63028,4.0420933,1,1,6,1,1,1,0,0,0,0.69705081,-0.69705081,0.41453207,0.37055743,15.808495,46.864323,0,0,0,6.6995511,0,0,47.324436,0,0,0,33.931049,0,0.73025841,0.53944528,0.2252641,0.26974162,0.46055472,0.044477507,109.99725,81.255486,33.931049,40.6306,69.372368,6.6995511,0.5,1,0,0,0,0,1,0,0,0,1,0,150.62785,0,0,0,150.62785,0,3,1,1,0,0,0,1.8304,32.897186,7.0856161,0,50.935009,0,0,3.5006065,52.929554,0,44.66214,4.2518802,7.0856161,0,50.935009,3.5006065,5.513495,85.826744,0,39.148643,71.839996,0.68403846,4.4594316,2.3710012,6.6055841,150.62785,166.77798,0,0,0,17.742489,98.954315,33.931049,17.742489,172.571,152,14,52
S=P(OC)(OC)Oc1cc(C)c([N+](=O)[O-])cc1,Phosphorothioic acid  O O-dimethyl O-(3-methyl-4-nitrophenyl) ester,DSSTox2DMolFile,7.7529998,122-14-5,35.481518,1,0,0,1,3,0,6,0,29,0,3,17,10,57.722935,1.990446,0,0,9,0,0,12,0,1,5,1,1,2.5103528,-2.3659916,-0.31246454,0.27364904,2.4191151,-2.2853889,-0.12859391,0.37251684,2.6392555,-2.0767288,-0.033221461,0.54959577,2.7536278,26.462484,5,0.29411766,6,29,1,17,4,5,0.29411766,22,0,13.052042,11.286892,6.2320509,6.8533711,7.9148326,7.1337452,2.2380338,3.0436769,0,0,0.97531658,9,0,-0.71349585,-0.41385669,-0.066298552,2.3011608,-0.809268,-0.23840719,0.050505564,2.4552102,-0.49127558,-0.12434843,0.16028954,2.5701828,7.0116735,7.0644279,7.0644279,2.4229507,2.4229507,-3.4503047,1.3025106,4.4373922,6.7896681,0,14,14,1,0,15.058824,6.25,4,14.849743,6.1575823,3.9379907,5.378736,6,0,1,0,2.717,-3.7720001,6.7883029,1,1,6,1,1,5,0,0,0,1.5502996,-1.5502996,0.21490271,0.29526207,63.233978,19.836529,0,8.458519,71.316856,6.6995511,15.590208,0,0,0,13.997915,0,33.931049,33.008488,0.39660883,0.30419254,0.25158325,0.60339117,0.69580746,0.35180789,105.52694,80.937454,66.939537,160.54616,185.13565,93.606621,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,266.07309,0,0,0,266.07309,0,5,1,1,0,0,0.88235295,2.79932,6.9216304,7.0856161,56.537235,50.935009,3.185575,70.767738,0,52.929554,0,54.253326,6.6764398,20.928877,6.9216304,50.935009,8.4290028,2.7567475,52.929554,0,159.71486,105.6,0.52255934,5.0874629,3.0058494,7.8663998,266.07309,271.8512,13.997915,0,0,0,169.54544,82.529739,13.997915,277.237,540,25,82
N(Nc1ccccc1)c1ccccc1,1 2-Diphenylhydrazine (9CI),DSSTox2DMolFile,4.6529999,122-66-7,31.321516,0,0,1,1,0,0,12,0,26,2,2,14,12,34.172333,1.3143204,0,0,12,0,0,12,0,2,0,0,0,1.6127447,-2.3508005,-0.64606178,0.70022804,2.2152598,-2.3867128,-0.53807992,0.80591482,2.3692183,-1.9689964,-0.49986199,0.85431087,2.5891528,13.118484,3,0.2,12,27,0,15,0,3,0.2,15,0,9.6399822,7.7735028,6.7735028,8.2257681,6.9494896,4.5713673,3.8213673,5.6329932,0,0,0.7223047,9,0,-0.84336847,-0.38569638,0.080957353,2.1857677,-1.0770892,-0.26386139,0.16445385,2.3491993,-0.41012114,-0.21605732,0.19305076,2.5117097,1.6773207,5.3044453,1.4490179,2.6157293,2.6157293,-2.9207065,0,6.6964221,5.8268085,0,14,14,1,0,10.515555,5.7777777,3.5918367,6.6259599,3.494787,2.1049683,1.6540228,2,2,1,0,2.994,-2.52092,5.8496504,0,1,12,1,2,3,0,0,0,0.20079614,-0.20079614,0.34878021,0.5,158.08495,13.399102,0,0,0,0,0,0,0,18.842079,0,0,0,0,1,0.098998912,0,0,0.9010011,0,190.32613,18.842079,0,0,171.48405,0,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,190.32613,0,0,0,190.32613,0,5,0,2,0,0,1,3.1256001,0,35.776459,0,0,0,0,0,176.43184,0,5.513495,6.0129399,0,0,0,0,41.289951,176.43184,0,0,24.059999,0.61744827,4.9068904,2.948199,7.2638764,190.32613,238.32877,0,0,0,18.842079,171.48405,0,18.842079,184.24199,343,15,66
C(CCCCC)CCCC,Decane,DSSTox2DMolFile,3.898,124-18-5,32.269447,0,0,1,2,0,0,0,0,32,0,0,10,10,28.673223,0.89603823,0,0,10,0,0,22,0,0,0,0,0,2.6476049,-2.7163739,0.022977512,0.026528452,2.6438723,-2.5404086,0.123,0.123,2.8192303,-2.4627149,0.1057,0.1057,2.8989949,24.050554,7,0.77777779,0,31,0,9,9,7,0.77777779,31,0,7.6568542,7.6568542,7.6568542,7.6568542,4.9142137,4.9142137,4.9142137,4.9142137,0,0,0.62146503,9,0,-0.80282062,-0.1370225,-0.13347155,2.4496393,-0.61799824,-0.037,-0.037,2.6066775,-0.53423017,-0.054299999,-0.054299999,2.6645248,0,0.65337539,0.65337539,5.4092345,5.4092345,-5.1589532,0,0,4.7136869,0,14,14,1,0,10,9,9.1428576,10,9,9.1428576,9,0,0,1,0,6.5609999,-4.9936199,4.829987,0,1,0,1,0,7,0,0,0,0,0,0,0,185.28485,0,0,0,0,0,0,185.28485,0,0,0,0,0,0,1,0,0,0,1,0,185.28485,0,0,0,185.28485,0,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,185.28485,0,0,0,185.28485,0,5,0,0,0,0,0,4.1469998,0,0,0,0,0,0,0,0,150.94725,66.652031,4.8284001,0,0,0,0,0,150.94725,0,66.652031,0,0.68007702,4.1699252,2.9572949,6.2278051,185.28485,193.2691,0,0,0,0,185.28485,0,0,142.286,165,7,34
N(C)C,Dimethylamine  in aqueous solution,DSSTox2DMolFile,2.9549999,124-40-3,9.2875509,1,1,0,0,1,0,0,0,10,1,2,3,2,11.567797,1.1567796,0,0,2,0,0,7,0,1,0,0,0,1.6329932,-2.4154348,0.038798153,0.038798153,2.2695215,-2.6034391,0.123,0.123,2.140954,-2.1257,0.1057,0.1057,2.5460267,8.3124495,0,0,0,9,0,2,2,0,0,9,0,2.7071068,2.5,2,2,1.4142135,1,0,0,0,0,0.66192555,2,0,-0.85648966,-0.12120184,-0.12120184,1.6076233,-1.1523647,-0.037,-0.037,1.5385047,-0.50249326,-0.054299999,-0.054299999,1.8349147,2.1151981,0.91289371,0.60062963,-3.0202453,0.18047559,-0.072592221,0,0,1.4105325,0.99943525,14,3.7521064,1.0048,4.4587851,3,2,0,3,2,0,2,1,1,1,0,-0.101,0.64252001,1.4683312,0,1,0,1,0,0,0,0,0,0.21501338,-0.21501338,0.5,1,0,0,67.79892,0,0,0,0,0,0,0,0,5.6825762,0,0,0.92266655,0.077333428,0.077333428,0.077333428,0.92266655,0,67.79892,5.6825762,5.6825762,5.6825762,67.79892,0,0.5,1,0,0,0,0,1,0,0,0,1,0,73.481499,0,0,0,73.481499,0,1,0,0,0,0,1,-0.1644,18.01075,0,0,0,0,65.794373,0,0,0,0,1.4983701,0,0,18.01075,0,0,0,0,65.794373,12.03,0.99107605,2,0.91829586,2.5,73.481499,57.45208,0,0,0,0,67.79892,0,5.6825762,45.084999,4,0,6
P(=O)(OCCCC)(OCCCC)OCCCC,Phosphoric acid tributyl ester,DSSTox2DMolFile,4.8629999,126-73-8,45.961411,0,0,2,3,4,0,0,0,44,0,4,17,12,60.81348,1.3821245,0,0,12,0,0,27,0,0,4,1,0,3.945843,-2.616678,-0.1508664,0.04627556,2.6057284,-2.5454795,-0.0049616965,0.123,2.7267675,-2.3720763,0.1057,0.10694451,2.8572164,43.702587,12,0.75,0,43,0,16,10,12,0.75,43,0,12.985281,12.338595,9.3639612,9.3639612,8.1819801,8.178236,5.1213202,5.1213202,0,0,0.81105596,10,0,-0.78846526,-0.3361128,-0.11372444,2.5032067,-1.2935352,-0.2421439,-0.037,2.6079319,-0.53081518,-0.12055122,-0.054299999,2.7231925,4.5637655,6.7703004,6.7703004,3.0076787,3.0076787,-2.8989863,1.3680677,0,7.2429147,0,14,14,1,0,17,11.111111,9.6790123,18.757666,12.337602,10.801233,13.613212,4,0,1,0,3.786,-2.9985399,7.3980269,0,1,0,1,0,12,1,0,0,0.8826248,-0.8826248,0.47417447,0.28612587,183.07631,0,66.175423,0,0,0,18.713068,0,0,15.729136,0,0,13.997915,0,0.890118,0.099858463,0.047021493,0.10988203,0.90014154,0.062860534,264.98087,29.727053,13.997915,32.710983,267.96481,18.713068,0.5,1,0,0,0,0,1,0,0,0,1,0,297.69186,0,0,0,297.69186,0,5,0,0,0,0,0.88235295,3.4744,22.433765,0,20.764891,62.778774,0,0,0,0,113.21043,116.67288,6.9499998,43.198654,0,0,0,0,113.21043,62.778774,116.67288,44.759998,0.50210387,5,3.1822658,7.8700509,297.69186,294.80331,29.727053,0,0,0,249.25174,18.713068,29.727053,266.31799,616,18,68
ClC(Cl)=C(Cl)Cl,1 1 2 2-Tetrachloroethylene,DSSTox2DMolFile,3.964,127-18-4,12.24,0,0,1,1,0,0,0,0,6,0,0,6,4,5.5097752,0.91829586,0,0,2,4,0,0,0,0,0,0,0,3.1344802,-1.7559519,-0.41141883,0.32694253,1.8733457,-1.4757063,0.24600196,0.99739987,2.1927009,-1.3756964,0.18619744,0.92526323,2.2557144,1.6799999,0,0,0,5,1,5,2,0,0,4,0,5.1547008,5.5355735,1,1.1547005,2.6427345,2.5177867,0.25,0.33333334,0,0,1.3742032,3,0,-0.59809881,-0.30910331,-0.068618529,1.2752293,-0.43026662,0.32447881,0.63930988,1.6661005,-0.27517059,0.27703163,0.54881126,1.692042,1.0680428,0,0,3.4143798,3.4143798,-2.9650471,0,1.4336215,2.7197669,0,14,14,1,0,6,2.2222223,3,13.033449,5.6433334,8.828393,12.258683,0,0,1,0,3.3747201,-3.4005001,2.8283513,0,1,1,1,0,0,0,0,0,0.27207011,-0.27207011,0.5,0.25,0,0,13.661906,0,0,0,0,0,118.32779,0,0,0,0,0,1,0.8964926,0,0,0.10350737,0,131.9897,118.32779,0,0,13.661906,0,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,131.9897,0,0,0,131.9897,0,2,1,0,0,0,1,3.0682001,0,0,0,0,0,7.6312761,0,0,0,156.59457,3.0438001,0,0,0,7.6312761,0,0,0,156.59457,0,0.85240519,3.321928,1.5655962,4.7883415,131.9897,120.67647,0,0,0,0,118.32779,13.661906,0,165.834,29,4,22
c12c3c4ccc1cccc2ccc3ccc4,Pyrene,DSSTox2DMolFile,6.0370002,129-00-0,34.82793,0,0,1,1,0,0,16,0,26,0,0,16,16,24.992151,0.9612366,0,0,16,0,0,10,0,0,0,0,0,1.6906068,-2.2682705,-0.70307648,0.74569851,2.220521,-2.0286336,-0.58353943,0.86310899,2.4688504,-1.8888793,-0.53794044,0.92142028,2.6123574,10.93207,0,0,19,29,0,19,0,0,0,10,0,10.53517,8.7735023,8.7735023,10.53517,7.932653,5.559401,5.559401,7.932653,0,0,0.70534575,7,0,-0.75072604,-0.42553714,0.10513134,2.467598,-0.53594184,-0.28386453,0.19766244,2.6995189,-0.39450547,-0.22492266,0.23777489,2.8343394,0,2.7825222,2.7825222,4.5442023,4.5442023,-6.1331711,0,8.7613831,6.5784307,0,14,14,1,0,9.9722996,3.75,1.4444444,6.4366078,2.3415258,0.87958246,0.94196779,0,0,1,0,4.9120002,-6.4700198,6.6267285,1,1,19,1,4,0,1,0,0,0,0,0,0,171.33618,0,0,0,0,0,0,171.33618,0,0,0,0,0,0,1,0,0,0,1,0,171.33618,0,0,0,171.33618,0,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,171.33618,0,0,0,171.33618,0,4,0,4,0,0,0,4.5840001,0,0,0,0,0,0,0,191.86963,0,0,7.0145998,0,0,0,0,15.437786,176.43184,0,0,0,0.60591632,5.2479277,2.4580128,7.7460551,171.33618,272.45645,0,0,0,0,171.33618,0,0,202.256,362,30,94
O=C(OC)c1c(C(=O)OC)cccc1,1 2-Benzenedicarboxylic acid  dimethyl ester,DSSTox2DMolFile,3.77,131-11-3,27.475929,1,1,0,0,2,0,6,0,24,0,2,14,8,35.600536,1.4833558,0,0,10,0,0,10,0,0,4,0,0,2.6121175,-2.2419326,-0.40112773,0.38869256,2.2879157,-2.2946136,-0.28643417,0.4932209,2.2945771,-1.9773448,-0.21526748,0.57856089,2.5657589,16.680071,2,0.14285715,6,24,2,14,1,4,0.2857143,16,0,10.552042,7.9423943,6.309401,7.1378284,6.7019072,3.9603434,2.3273504,3.3164966,0,0,0.83396989,7,0,-0.74929386,-0.41801274,-0.038849365,2.1780341,-0.834894,-0.22916025,0.062182896,2.215358,-0.4824709,-0.15738463,0.11048198,2.4503572,4.7044406,5.9282641,5.9282641,1.9877945,1.9877945,-2.4221616,0,5.3682265,5.1358867,0,14,14,1,0,12.071428,5.7777777,2.994329,8.6939182,4.0449219,2.051013,2.5118728,4,0,1,0,1.786,-2.14834,5.1368742,0,1,6,1,1,2,0,0,0,1.108934,-1.108934,0.26690894,0.26629955,63.233978,4.4170794,0,71.316856,0,29.416998,0,0,0,0,0,0,32.141354,0,0.69301599,0.16028501,0.16028501,0.30698398,0.839715,0.14669898,138.96791,32.141354,32.141354,61.558353,168.38492,29.416998,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,200.52628,0,0,0,200.52628,0,4,0,1,0,0,0.71428573,1.2598,0,15.490929,21.999775,0,54.095581,70.767738,0,70.572739,0,0,4.9120998,69.724205,0,0,6.37115,0,70.572739,15.490929,70.767738,52.599998,0.59167278,4.8073549,2.5663488,7.3390021,200.52628,220.75856,27.133842,0,0,0,138.96791,34.424511,27.133842,194.18599,295,20,64
s1c2c(c3c1cccc3)cccc2,Dibenzothiophene,DougDB3DMolFile,5.6199999,132-65-0,29.354343,0,0,1,1,0,0,13,0,21,0,0,13,13,25.219116,1.2009103,0,0,12,0,0,8,0,0,0,0,1,1.788191,-2.1498029,-0.60680974,0.66509455,2.164259,-1.9216762,-0.46342444,0.82375205,2.440625,-1.784199,-0.42616811,0.883416,2.5753813,11.025656,0,0,15,23,0,15,0,0,0,8,0,8.6733618,7.8435469,6.6188021,7.9662552,6.4494896,5.1294456,3.9047005,5.6329932,0,0,0.77035266,6,0,-0.76213664,-0.39444309,0.077852018,2.2448299,-0.54112828,-0.22621784,0.21535319,2.504225,-0.39838797,-0.18200359,0.2606971,2.6311841,0.14242972,1.4079664,1.4079664,3.9230363,3.9230363,-4.0895762,0,6.901052,5.6718159,0,14,14,1,0,8.3199997,3.2925169,1.3333334,6.3512096,2.4510462,0.97151577,1.1974698,0,0,1,0,4.4229999,-4.7319899,5.8036647,1,1,15,1,3,0,0,0,0,0.16871883,-0.16871883,1,0.3435401,0,0,0,19.760618,0,0,0,130.88504,8.3692026,0,0,0,0,0,1,0.87573099,0,0,0.124269,0,159.01486,139.25424,0,0,19.760618,0,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,159.01486,0,0,0,159.01486,0,4,0,3,0,0,1,4.0545001,0,0,0,0,0,0,0,147.78299,0,31.277687,5.9331002,0,0,0,0,6.6375103,141.14548,0,31.277687,0,0.67461002,4.9068904,2.3871365,7.1120486,159.01486,228.72382,0,0,0,0,159.01486,0,0,184.26199,219,19,72
Oc1cc2c(cc1)cccc2,2-Naphthalenol,DSSTox2DMolFile,4.6100001,135-19-3,23.736343,1,1,0,0,1,0,10,0,19,1,2,11,10,23.491343,1.2363864,0,0,10,0,0,8,0,0,1,0,0,1.97184,-2.2141881,-0.7180959,0.766451,2.1644719,-1.9955276,-0.6091466,0.83100832,2.4019568,-1.8652775,-0.55781209,0.93179619,2.5220423,8.745656,0,0,11,20,0,12,0,0,0,9,0,7.6817985,5.9886656,5.5414519,6.6817985,5.3601732,3.538991,3.3153841,4.7828231,0,0,0.73827481,6,0,-0.76526195,-0.42478648,0.11014568,2.1508515,-0.76166147,-0.29015294,0.16694099,2.3678677,-0.42996144,-0.23153542,0.23609814,2.4847724,0.84898692,3.7906506,1.9537879,2.4539158,2.4512849,-2.4355943,0,5.4732876,4.4398718,-0.010176292,8.9879684,14,1.0584548,0.0060978257,7.6388888,3.1640625,1.6,5.0985627,2.0149336,0.97635752,0.9339332,1,1,1,0,2.8570001,-2.90081,4.5059628,0,1,11,1,2,0,0,0,0,0.18995439,-0.18995439,0.68905312,1,115.07654,0,8.458519,0,0,0,0,0,0,0,13.566921,0,0,0,1,0.098954961,0,0,0.90104502,0,137.10197,13.566921,0,0,123.53506,0,0.5,1,0,0,0,0,1,0,0,0,1,0,137.10197,0,0,0,137.10197,0,3,0,2,0,0,1,2.5453999,25.385227,0,0,0,0,0,0,128.64822,0,5.2434282,4.5612798,0,25.385227,0,5.2434282,5.1459289,123.50229,0,0,20.23,0.71860999,4.5849624,2.2845867,6.6107807,137.10197,184.36089,0,0,0,0,123.53506,0,13.566921,144.17299,144,14,56
