mol,Name,Source,Tox,CAS,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
O=[N+]([O-])c1c(O)c([N+](=O)[O-])cc(C)c1,2 6-dinitro-p-cresol,,4.3499999,609-93-8,22.530758,1,1,0,0,1,0,6,0,20,1,2,14,9,37.667664,1.8833832,0,0,7,0,0,6,0,2,5,0,0,2.7391841,-2.2400877,-0.36731848,0.42759168,2.3541083,-2.1318696,-0.23754445,0.42292333,2.4779069,-2.0051112,-0.12799983,0.61900401,2.5641916,9.0712423,2,0.14285715,6,20,2,14,1,2,0.14285715,12,0,10.878315,7.1293344,4.1547008,4.7236147,6.430428,3.5558176,2.1547005,2.8770101,0,0,1.0084387,6,0,-0.73876381,-0.4182578,0.065186128,2.22226,-0.81282771,-0.16708791,0.043204043,2.3346794,-0.49550107,-0.12584162,0.23900737,2.429266,6.2551994,5.1532378,2.4790144,2.3292105,2.1561394,-2.6798275,0,5.6421289,4.6534657,-0.99913013,3.9398277,14,1.007024,4.2012787,12.071428,4.6799998,2.75,8.5202646,3.2049928,1.8399546,1.9505275,7,1,1,0,1.836,-3.0773101,4.3550324,1,1,6,1,1,2,0,0,0,1.2193694,-1.2193694,0.26138768,0.2117822,29.408449,39.673058,0,0,0,8.458519,13.399102,2.2085397,0,0,13.566921,0,67.862099,0,0.48607275,0.47908777,0.3887237,0.51392728,0.52091223,0.12520355,84.856964,83.637558,67.862099,89.719719,90.939125,21.857622,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,174.57669,0,0,0,174.57669,0,4,1,1,0,0,0,1.51702,25.385227,14.171232,0,101.87002,3.185575,0,0,35.286369,0,44.082939,4.6152601,14.171232,25.385227,101.87002,8.4290028,5.513495,35.286369,0,33.326015,111.87,0.59167278,4.8073549,2.4550855,7.3494201,174.57669,190.47861,0,0,0,0,93.147667,67.862099,13.566921,198.134,282,21,68
Sc1cc(F)ccc1,3-Fluorothiophenol,,5.0599999,2557-77-9,17.350965,1,1,0,0,0,0,6,0,13,0,0,8,7,20.986301,1.6143309,0,0,6,0,1,5,0,0,0,0,1,2.3050578,-2.1368837,-0.69184881,0.68241107,2.1225934,-1.9679954,-0.51593262,0.87047344,2.3114829,-1.8231331,-0.49956018,0.85429859,2.4528117,8.9490347,0,0,6,13,0,8,1,0,0,7,0,5.9831276,5.0290065,3.309401,3.9831276,3.7876937,2.6811697,1.8213673,2.6329932,0,0,0.89410508,4,0,-0.7307812,-0.44410318,0.073836833,1.8620079,-0.58893049,-0.2556988,0.29573369,2.0442159,-0.40831947,-0.18486175,0.19327655,2.1748409,0.97419399,2.7326641,1.1599921,2.1047914,1.9859756,-2.0888402,0,3.4548576,3.3720963,-0.8454625,6.2619395,14,1.538026,1.1132294,6.125,2.52,1.8,5.311502,2.134835,1.4938567,1.4173975,0,0,1,0,2.585,-2.69784,3.503175,0,1,6,1,1,0,0,0,0,0.25479496,-0.25479496,0.5520401,0.80125105,67.418579,0,9.0208454,0,0,0,0,0,31.384512,0,0,11.908636,0,0,0.9005397,0.36158204,0.099460281,0.099460281,0.63841796,0,107.82394,43.293148,11.908636,11.908636,76.439423,0,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,119.73257,0,0,0,119.73257,0,3,1,1,0,0,1,2.1143999,0,0,9.1210184,0,0,1.5507339,0,70.572739,46.107109,14.960114,3.3652999,0,14.960114,10.671752,0,0,70.572739,0,46.107109,38.799999,0.8112781,4,1.892153,5.6637831,119.73257,137.71312,0,0,0,0,88.348061,31.384512,0,128.17,61,7,36
[N+](CCCCCCCCCCCC)(Cc1ccccc1)(C)C.[Cl-],benzyldimethyldodecylammonium chloride,,6.23,139-07-1,65.578133,0,0,2,3,0,1,6,1,61,0,0,23,21,70.115067,1.1494273,0,0,21,1,0,38,0,1,0,0,0,3.2276013,-2.7775109,-0.51649421,0.097014919,2.7212081,-2.9960001,-0.41802478,0.12759259,2.8328402,-2.5511332,0,0.19478881,2.9461927,44.181866,13,0.59090906,6,60,0,22,14,13,0.59090906,54,0,16.098166,16.45314,14.872033,15.598166,10.638958,9.4982262,7.971344,8.9318514,0,0,0.69930297,23,0,-1.0000015,-0.33587787,-0.062985078,2.8373675,-2.9960008,-0.26386139,-0.037,2.9185109,-0.61082053,-0.14899315,2.67E-06,3.0382838,3.2737,13.046438,13.046438,5.2758493,5.2758493,-5.6621904,0,3.0649521,10.350527,0,14,14,1,0,23,14.352071,13.017752,22.012653,13.707499,12.413622,13.119061,1,0,1,0,7.4959998,-7.0387301,10.709609,0,2,6,1,1,13,1,0,0,1.2471536,-1.2471536,0.24848825,0.80182582,205.51044,15.808495,0,0,20.299505,20.299505,67.79892,155.8764,0,0,0,0,0,41.168686,0.64245117,0.21179017,0.098416448,0.35754883,0.7882098,0.25913239,268.74442,88.59417,41.168686,149.56662,329.71686,108.39793,0,0,0,0,0,0,1,0,0,0,1,0,418.31104,0,0,0,418.31104,0,23,1,1,0,0,1,3.4542999,52.501492,0,0,18.439579,3.185575,65.794373,0,88.215919,188.68405,51.765594,9.9170399,52.501492,0,0,3.185575,0,295.33957,18.439579,99.120392,0,0.41327167,5.4594316,3.9411697,8.5792112,418.31104,431.41672,0,41.168686,0,0,377.14233,0,0,339.995,1986,23,96
N(C)c1ccccc1,N-methyl-aniline,,3.9400001,100-61-8,19.421137,1,1,0,0,0,0,6,0,17,1,1,8,7,21.306059,1.2532976,0,0,7,0,0,9,0,1,0,0,0,2.1889248,-2.3516564,-0.59985626,0.65849829,2.2304821,-2.3907413,-0.49475369,0.7607137,2.3509898,-2.0179257,-0.461409,0.80398273,2.5688105,10.498863,1,0.125,6,17,0,8,1,1,0.125,11,0,5.8199911,4.8867512,4.3867512,5.112884,3.9318516,2.6606836,1.9106836,2.8164966,0,0,0.69027025,5,0,-0.83128715,-0.36740777,0.073594578,1.9897397,-0.98131907,-0.24626213,0.15666202,2.149087,-0.47156426,-0.2034398,0.1808771,2.3023844,1.0548962,2.7176809,1.530772,1.6197094,1.6197094,-1.5643744,0,3.3093832,3.4474914,0,14,14,1,0,6.125,3.1111112,1.8,4.0319943,1.9048164,1.0328512,0.96002603,1,1,1,0,1.553,-1.18134,3.5219548,1,1,6,1,1,1,0,0,0,0.19131796,-0.19131796,0.59237057,1,79.042473,6.6995511,33.89946,0,0,0,0,0,0,0,5.6825762,0,0,0,1,0.045343056,0,0,0.95465696,0,125.32406,5.6825762,0,0,119.64149,0,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,125.32406,0,0,0,125.32406,0,3,0,1,0,0,1,1.7283,0,18.01075,0,0,0,32.897186,0,88.215919,0,2.7567475,3.59887,0,0,0,0,20.767498,88.215919,0,32.897186,12.03,0.8112781,4,2.0596514,5.6422834,125.32406,142.09508,0,0,0,5.6825762,119.64149,0,5.6825762,107.156,64,7,34
Oc1cc(C)cc(C)c1,3 5-dimethylphenol,,3.73,108-68-9,21.549931,1,1,0,0,1,0,6,0,19,1,2,9,8,23.491343,1.2363864,0,0,8,0,0,10,0,0,1,0,0,2.4033213,-2.3321989,0.002226688,0.11358026,2.2805722,-2.1708357,0.11097973,0.1295003,2.4554811,-2.0398371,0.1057,0.22884445,2.5838022,10.93207,0,0,6,19,0,9,1,0,0,13,0,6.8533711,5.6792645,5.2320509,5.8533711,4.1815405,2.9556577,2.7320509,3.6041903,0,0,0.72174352,4,0,-0.76493263,-0.23691677,-0.11157189,2.1101546,-0.76177794,-0.1161482,-0.037,2.2842336,-0.4846575,-0.054299999,-0.003089791,2.3973119,0.86898166,3.338887,1.5453968,2.3585014,2.3582575,-1.9182099,0,3.2519641,3.7423334,-0.002667393,9.572753,14,1.0186442,0.00159233,7.1111112,2.7222223,2,5.2900672,1.9397933,1.3662045,1.1401819,1,1,1,0,2.3050001,-1.97077,3.7894311,0,1,6,1,1,0,0,0,0,0.23858126,-0.23858126,0.54598469,0.79627073,90.433891,0,8.458519,0,0,0,0,20.225574,0,0,13.566921,0,0,0,1,0.2546823,0,0,0.7453177,0,132.68491,33.792496,0,0,98.89241,0,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,132.68491,0,0,0,132.68491,0,3,0,1,0,0,0,2.0090401,25.385227,0,0,0,6.37115,0,0,52.929554,0,71.895454,3.75808,0,25.385227,0,11.614578,0,52.929554,0,66.652031,20.23,0.7642045,4.1699252,1.9591479,6.0257225,132.68491,155.30031,0,0,0,0,119.11798,0,13.566921,122.167,84,9,42
Oc1c(O)ccc(C)c1,4-methyl catechlo,,5.4299998,452-86-8,19.258345,1,1,0,0,2,0,6,0,17,2,4,9,7,23.835384,1.4020814,0,0,7,0,0,8,0,0,2,0,0,2.4091668,-2.279062,-0.5765686,0.67831725,2.2404523,-2.1122053,-0.5256834,0.65815884,2.4483876,-1.9914047,-0.42812517,0.8108297,2.539041,8.745656,0,0,6,17,0,9,1,0,0,11,0,6.8533711,5.1264782,4.2320509,4.8533711,4.1983771,2.6852474,2.2380338,3.0436769,0,0,0.806898,5,0,-0.75937229,-0.40743613,0.13028704,2.029767,-0.7665202,-0.26174578,0.098249242,2.2307968,-0.47927687,-0.20491129,0.22911572,2.3139117,1.7227948,5.1359048,1.3125499,1.3518753,1.3490075,-1.2806362,0,3.4271345,3.491565,-0.021406343,8.6600599,14,1.1255826,0.012900278,7.1111112,2.7222223,1.704142,5.2900672,1.9397933,1.1641033,1.1401819,2,2,1,0,1.623,-1.1349,3.4818544,0,1,6,1,1,0,0,0,0,0.39723474,-0.39723474,0.39276969,0.47273514,61.02544,0,0,16.917038,0,0,0,18.017035,0,0,27.133842,0,0,0,1,0.36680189,0,0,0.63319808,0,123.09335,45.150875,0,0,77.942474,0,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,123.09335,0,0,0,123.09335,0,3,0,1,0,0,0,1.40622,50.770454,0,0,0,3.185575,0,0,52.929554,0,43.81287,3.45086,0,50.770454,0,13.672431,0,52.929554,0,33.326015,40.459999,0.7642045,4.1699252,2.0374763,6.0213828,123.09335,143.85336,0,0,0,0,95.959511,0,27.133842,124.139,84,10,42
N(c1ccccc1)(c1ccccc1)c1ccccc1,triphenylamine,,5.1599998,603-34-9,42.781895,0,0,1,1,0,0,18,0,34,0,0,19,18,39.311729,1.1562272,0,0,18,0,0,15,0,1,0,0,0,1.6953751,-2.3619127,-0.64612722,0.70017189,2.2699261,-2.2026727,-0.53807992,0.80591482,2.4808867,-1.9857125,-0.49986199,0.85431087,2.646584,18.378105,3,0.14285715,18,36,0,21,0,3,0.14285715,18,0,12.916003,10.607468,10.160254,12.338653,9.4494896,6.4028711,5.7320509,8.4494896,0,0,0.69243371,8,0,-0.79419535,-0.38578463,0.080928482,2.4425559,-0.81740469,-0.26386139,0.16445385,2.6467524,-0.40418866,-0.21605732,0.19305076,2.7753201,0,3.3369994,3.3369994,5.5694599,5.5694599,-5.3088045,0,9.8603172,7.9666872,0,14,14,1,0,13.959184,7.1358023,3.5555556,8.9719095,4.4612923,2.1750553,2.106648,1,0,1,1,5.2750001,-4.9600101,8.0212822,0,1,18,1,3,3,1,0,0,0.20992957,-0.20992957,0.21058284,1,257.22607,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,257.22607,0,0,0,257.22607,0,0.5,1,0,0,0,0,1,0,0,0,1,0,257.22607,0,0,0,257.22607,0,4,0,3,0,0,1,5.1564002,3.1243138,0,0,0,0,0,0,264.64777,0,8.2702427,8.1125002,0,0,3.1243138,0,8.2702427,264.64777,0,0,3.24,0.51875818,5.3923173,2.8423858,8.2371511,257.22607,332.45782,0,0,0,0,257.22607,0,0,245.325,666,27,96
Clc1ccc(CO)cc1,4-chloro-benzylalcohol,,4.0900002,873-76-7,19.969551,1,1,0,0,1,0,6,0,16,1,2,9,8,24.697031,1.5435644,0,0,7,1,0,7,0,0,1,0,0,2.2327912,-2.2940185,-0.64519399,0.70101303,2.2600729,-2.1644664,-0.53807992,0.80591482,2.4152474,-2.0168679,-0.49986199,0.85431087,2.5474169,8.0724487,1,0.11111111,6,16,0,9,2,1,0.11111111,10,0,6.6902347,5.5976148,4.0165076,4.6902347,4.3256984,3.058095,2.1749206,3.0412414,0,0,0.87056345,6,0,-0.78886998,-0.38460553,0.08136449,1.995646,-0.77980262,-0.26386139,0.16445385,2.1704733,-0.49474394,-0.21605732,0.27373573,2.2937944,1.5706717,2.9470301,1.760504,2.1775467,2.1775467,-2.0111043,0,3.28895,3.6975398,0,14,14,1,0,7.1111112,3.2396693,2,6.310812,2.8272245,1.7172463,1.9824536,1,1,1,0,1.976,-1.89019,3.8671985,0,1,6,1,1,1,0,0,0,0.29917508,-0.29917508,0.69723481,0.71921796,33.825527,4.5197463,0,0,22.058474,0,0,31.616989,29.581947,0,0,13.566921,0,0,0.73643929,0.55312622,0.10036961,0.26356068,0.44687375,0.16319108,99.544212,74.765854,13.566921,35.625397,60.403751,22.058474,0.5,1,0,0,0,0,1,0,0,0,1,0,135.1696,0,0,0,135.1696,0,3,0,1,0,0,0.11111111,2.0987,25.385227,0,0,0,3.185575,0,3.5006065,70.572739,0,60.074902,3.7579801,0,25.385227,0,6.6861815,0,91.498993,0,39.148643,20.23,0.7642045,4.1699252,2.2501361,5.9860415,135.1696,155.67963,0,0,0,0,121.60268,0,13.566921,142.58499,90,9,40
N#CCc1ccc(C)cc1,p-tolylacetonitrile,,6.0500002,2947-61-7,22.941137,1,1,0,0,1,0,6,0,19,0,1,10,8,23.651972,1.2448406,0,0,9,0,0,9,0,1,0,0,0,2.1749735,-2.3158715,-0.55391234,0.42816439,2.2878046,-2.2028515,-0.44551015,0.50540835,2.4087684,-2.0260577,-0.24459156,0.71409136,2.5807738,10.498863,1,0.1,6,19,0,10,2,2,0.2,12,1,7.3973413,5.9637213,5.5165076,6.3973413,4.8256984,3.2520807,3.0284741,4.1185918,0,0,0.69142407,7,0,-0.76287997,-0.38900653,0.079669386,2.1031263,-0.70103586,-0.26386139,0.16445385,2.2367966,-0.47947988,-0.18301223,0.19305076,2.3919914,1.8406512,2.9117351,2.9117351,2.3903711,2.3903711,-2.5261004,0,4.1632524,4.1312518,0,14,14,1,0,8.1000004,4,2.6508875,5.2359242,2.4417336,1.5429256,1.2784731,1,0,1,0,1.952,-2.2711999,4.2746944,0,1,6,1,1,2,0,0,0,0.24064507,-0.24064507,0.54706264,0.8124544,29.408449,20.299505,15.808495,0,0,0,0,67.651054,0,0,17.742489,0,0,0,1,0.56585747,0,0,0.43414253,0,150.91,85.393547,0,0,65.516449,0,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,150.91,0,0,0,150.91,0,4,0,1,0,0,0.2,2.061074,0,0,0,47.661102,6.37115,18.868406,0,70.572739,0,33.326015,4.0496001,0,31.059357,0,22.972897,0,89.441139,0,33.326015,23.790001,0.72192812,4.321928,2.4925668,6.2827125,150.91,176.60074,17.742489,0,0,0,112.868,20.299505,17.742489,131.17799,127,10,44
O=C(N)c1c(O)cccn1,3-hydroxypicolinamide,,3.1199999,933-90-4,18.364758,1,1,0,0,3,0,6,0,16,2,5,10,5,28.98045,1.8112781,0,0,6,0,0,6,0,2,2,0,0,2.4522195,-2.1568778,-0.63560122,0.67307556,2.1871574,-2.4570453,-0.57680142,0.72899985,2.2673709,-1.8539659,-0.46318904,0.81981349,2.4737084,8.1772423,1,0.1,6,16,1,10,0,1,0.1,9,0,7.5604777,5.1120768,3.2320509,3.8533711,4.7152143,2.6535535,1.4553418,2.0749149,0,0,0.89494574,5,0,-0.81415337,-0.48981735,0.10620798,1.9560153,-1.3702996,-0.37025023,0.14629905,2.0233097,-0.43147072,-0.2288032,0.24779332,2.2306352,4.6244726,8.5679693,1.5534403,-0.19882365,-0.12259524,-0.80739337,0,4.4716325,3.6714561,-0.48072624,7.0330572,10.481549,2.7076106,0.57777798,8.1000004,3.4082839,1.9911112,5.1775813,2.0540581,1.1426116,1.0635052,4,3,1,0,-0.73199999,-0.16982999,3.5666163,0,1,6,1,1,1,0,0,0,0.78795427,-0.78795427,0.40166092,0.33236772,31.616989,20.299505,0,15.158071,0,0,12.949531,0,0,17.742489,13.566921,5.6825762,13.566921,0,0.75342101,0.3871783,0.14741196,0.24657901,0.6128217,0.099167049,98.38398,50.558907,19.249496,32.199028,80.024094,12.949531,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,130.58301,0,0,0,130.58301,0,3,0,1,0,0,0.30000001,-0.1139,58.282413,22.044313,0,0,26.618963,0,0,52.500725,0,5.2434282,3.4419701,23.862217,42.170757,0,8.0001755,32.897186,52.500725,5.2587838,0,76.209999,0.72192812,4.321928,2.1508632,6.3392239,130.58301,147.58212,19.249496,0,0,17.742489,67.07457,12.949531,50.558907,138.12599,114,12,46
Clc1ccc(CN)cc1,4-chlorobenzylamine,,3.9000001,104-86-9,20.934343,1,1,0,0,1,0,6,0,17,1,2,9,8,25.835384,1.5197284,0,0,7,1,0,8,0,1,0,0,0,2.2327912,-2.3644419,-0.61385465,0.65012735,2.2817132,-2.4779477,-0.4378846,0.83830905,2.4080906,-2.0637228,-0.4129627,0.86218756,2.5864055,8.5056562,1,0.11111111,6,17,0,9,2,1,0.11111111,11,0,6.6902347,5.7277517,4.0165076,4.6902347,4.3256984,3.1501155,2.1749206,3.0412414,0,0,0.84275687,6,0,-0.83175874,-0.38012394,0.060050316,2.0275328,-1.3370585,-0.20653412,0.26217201,2.189836,-0.48862091,-0.16641377,0.28424361,2.3309257,2.3004506,2.1472919,1.2972908,-0.48168981,2.1315889,-2.1037619,0,3.2888095,3.8493547,0.99757481,14,4.3858051,1.0171723,3.5900052,7.1111112,3.2396693,2,6.310812,2.8272245,1.7172463,1.9824536,1,2,1,0,1.7539999,-1.78409,3.9908946,0,1,6,1,1,1,0,0,0,0.21550603,-0.21550603,0.62931007,0.58567387,31.616989,4.5197463,20.299505,0,0,0,0,33.825527,29.581947,17.742489,0,0,0,0,1,0.5898118,0,0,0.41018823,0,137.58621,81.149963,0,0,56.436241,0,0.5,1,0,0,0,0,1,0,0,0,1,0,137.58621,0,0,0,137.58621,0,3,0,1,0,0,0.11111111,2.0651,32.897186,0,0,0,3.185575,0,3.5006065,70.572739,0,57.588223,3.9548399,0,0,0,6.6861815,32.897186,89.012314,0,39.148643,26.02,0.7642045,4.1699252,2.2501361,5.9860415,137.58621,158.45258,0,0,0,0,119.84372,0,17.742489,141.601,90,9,40
BrCC(O)C,1 -Bromo-2-propanol,,1.9400001,19686-73-8,13.799551,1,1,0,0,1,0,0,0,12,1,2,5,4,18.613178,1.5510982,0,1,3,0,0,7,0,0,1,0,0,2.5395389,-2.4825184,-0.20130371,0.23629062,2.4749193,-2.543467,-0.11783881,0.51002574,2.4582493,-2.2426157,-0.068478204,0.6321432,2.725682,8.9424486,1,0.25,0,11,0,4,3,1,0.25,11,0,4.2844572,4.6956315,2.284457,2.284457,2.2700555,2.6325276,0.98559856,0.98559856,1,1,1.2859794,3,0,-0.79747945,-0.25269377,-0.03945801,1.8302135,-0.90193343,-0.1621592,0.073678032,1.8759438,-0.51950735,-0.10973761,0.23828492,2.0816591,1.6578674,2.5535038,1.4164274,1.1798135,1.1798145,-0.86415124,0,0,2.3130772,-3.31E-06,12.479887,14,1.0000451,1.97E-06,5,2.25,4,8.2511139,4.2668061,9.2303944,7.0411801,1,1,1,0,0.81800002,-0.80874002,2.5043764,1,1,0,1,0,1,0,0,0,0.30022341,-0.30022341,0.54427189,0.74012399,29.408449,0,15.852162,8.458519,0,0,0,0,43.624847,0,0,13.566921,0,0,0.87767732,0.5156551,0.1223227,0.1223227,0.48434493,0,97.343979,57.191769,13.566921,13.566921,53.719131,0,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,110.9109,0,0,0,110.9109,0,2,1,0,0,0,0.40000001,0.76209998,25.385227,0,6.4686494,18.737934,0,0,0,0,0,79.280106,2.5474801,0,25.385227,0,6.4686494,0,0,18.737934,79.280106,20.23,0.90438145,3,1.5219281,4.1971598,110.9109,102.59573,0,0,0,0,97.343979,0,13.566921,138.992,18,2,16
ClCc1cc(Cl)ccc1,3-chlorobenzyl chloride,,5.3299999,620-20-2,20.680758,0,0,1,1,0,0,6,0,15,0,0,9,9,21.442099,1.4294733,0,0,7,2,0,6,0,0,0,0,0,2.2859735,-2.2513239,-0.58096957,0.60250431,2.2401552,-2.0540984,-0.33690587,0.81740612,2.4544027,-1.9471556,-0.32455277,0.84307104,2.5533965,7.3992419,1,0.11111111,6,15,0,9,2,1,0.11111111,9,0,6.6902347,6.2842946,4.0165076,4.6902347,4.3256984,3.5436511,2.1749206,3.0412414,0,0,0.92523909,5,0,-0.74223679,-0.3695575,0.037844267,1.966453,-0.55342704,-0.15875158,0.34505492,2.1844709,-0.44027415,-0.11537796,0.312567,2.2857957,0.60637999,1.597831,1.597831,3.2685802,3.2685802,-2.9170787,0,3.2887905,3.9220469,0,14,14,1,0,7.1111112,3.2396693,2,7.4548569,3.4181683,2.1232116,2.8313284,0,0,1,0,3.2609999,-2.8580101,4.1471963,1,1,6,1,1,1,0,0,0,0.1988547,-0.1988547,0.60920888,0.54577881,47.425484,4.5197463,18.119701,0,0,0,0,18.017035,29.581947,29.581947,0,0,0,0,1,0.52416366,0,0,0.47583634,0,147.24586,77.180931,0,0,70.064934,0,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,147.24586,0,0,0,147.24586,0,3,1,1,0,0,0,3.3452001,0,0,0,0,3.185575,0,3.5006065,70.572739,0,97.480728,4.1213999,0,0,0,6.6861815,0,89.756172,0,78.297287,0,0.7642045,4.1699252,2.1498685,6.0047355,147.24586,167.50589,0,0,0,0,147.24586,0,0,161.03099,88,9,40
O(C)c1ccc(N=Nc2ccccc2)cc1,4-methoxyazobenzene,,6.29,2396-60-3,33.883514,0,0,1,1,3,0,12,0,28,0,3,16,13,41.480671,1.4814526,0,0,13,0,0,12,0,2,1,0,0,1.6046894,-2.2454438,-0.63815492,0.70167643,2.1947,-2.2430222,-0.53807992,0.80591482,2.3981721,-1.9622315,-0.49986199,0.85431087,2.4961076,16.354485,3,0.17647059,12,29,1,17,1,3,0.17647059,16,0,11.217332,8.9988279,7.6961522,9.0960121,7.8813415,4.9916368,3.7320509,5.4494896,0,0,0.74819738,11,0,-0.78906119,-0.38348141,0.081769228,2.1583376,-0.88672948,-0.26386139,0.16445385,2.3760428,-0.48334163,-0.21605732,0.19305076,2.4612885,4.9739923,4.7043433,4.7043433,2.7207747,2.7207747,-3.3612647,0,7.4089708,6.387135,0,14,14,1,0,12.456747,6.6666665,4.0767999,8.3726683,4.3491406,2.6002417,2.2758694,3,0,1,0,3.868,-3.3280599,6.4752598,1,1,13,1,2,3,0,0,0,0.62368405,-0.62368405,0.2904461,0.52539992,142.27646,8.458519,13.399102,35.658428,0,0,0,0,0,18.842079,0,0,0,2.503756,0.98867786,0.09652707,0.011322126,0.011322126,0.90347296,0,218.63458,21.345835,2.503756,2.503756,199.7925,0,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,221.13834,0,0,0,221.13834,0,6,1,2,0,0,1,4.1106,10.999887,0,0,0,0,68.709885,0,158.78867,0,10.756924,6.3611999,0,44.325901,0,5.2434282,5.513495,158.78867,0,35.383869,33.950001,0.56510133,5.0874629,3.1917551,7.6432638,221.13834,267.51764,21.345835,0,0,0,199.7925,0,21.345835,212.252,512,19,76
